facility_name,date,day_of_week,bucket_index_15,time_bucket_15,bucket_15_minute,avg_percent_full,avg_people,capacity,sample_count_within_bucket,source_first_timestamp
Main Gym Fitness Gym,2026-04-12,Sunday,55,13:45,45,6.0,4.0,72,1,2026-04-12T13:45:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,56,14:00,0,12.0,9.0,72,1,2026-04-12T14:00:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,57,14:15,15,12.0,9.0,72,1,2026-04-12T14:15:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,58,14:30,30,11.0,8.0,72,1,2026-04-12T14:30:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,59,14:45,45,17.0,12.0,72,1,2026-04-12T14:45:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,60,15:00,0,21.0,15.0,72,1,2026-04-12T15:00:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,61,15:15,15,10.0,7.0,72,1,2026-04-12T15:15:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,62,15:30,30,4.0,3.0,72,1,2026-04-12T15:30:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,63,15:45,45,14.0,10.0,72,1,2026-04-12T15:45:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,64,16:00,0,15.0,11.0,72,1,2026-04-12T16:00:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,65,16:15,15,17.0,12.0,72,1,2026-04-12T16:15:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,66,16:30,30,11.0,8.0,72,1,2026-04-12T16:30:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,67,16:45,45,42.0,30.0,72,1,2026-04-12T16:45:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,68,17:00,0,17.0,12.0,72,1,2026-04-12T17:00:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,69,17:15,15,28.0,20.0,72,1,2026-04-12T17:15:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,70,17:30,30,33.0,24.0,72,1,2026-04-12T17:30:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,71,17:45,45,40.0,29.0,72,1,2026-04-12T17:45:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,72,18:00,0,39.0,28.0,72,1,2026-04-12T18:00:05-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,73,18:15,15,22.0,16.0,72,1,2026-04-12T18:15:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,74,18:30,30,12.0,9.0,72,1,2026-04-12T18:30:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,75,18:45,45,28.0,20.0,72,1,2026-04-12T18:45:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,76,19:00,0,19.0,14.0,72,1,2026-04-12T19:00:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,77,19:15,15,24.0,17.0,72,1,2026-04-12T19:15:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,78,19:30,30,108.0,78.0,72,1,2026-04-12T19:30:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,79,19:45,45,15.0,11.0,72,1,2026-04-12T19:45:22-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,80,20:00,0,14.0,10.0,72,1,2026-04-12T20:00:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,81,20:15,15,24.0,17.0,72,1,2026-04-12T20:15:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,82,20:30,30,32.0,23.0,72,1,2026-04-12T20:30:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,83,20:45,45,19.0,14.0,72,1,2026-04-12T20:45:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,84,21:00,0,25.0,18.0,72,1,2026-04-12T21:00:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,85,21:15,15,19.0,14.0,72,1,2026-04-12T21:15:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,86,21:30,30,21.0,15.0,72,1,2026-04-12T21:30:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,87,21:45,45,33.0,24.0,72,1,2026-04-12T21:45:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,88,22:00,0,28.0,20.0,72,1,2026-04-12T22:00:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,89,22:15,15,15.0,11.0,72,1,2026-04-12T22:15:03-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,90,22:30,30,22.0,16.0,72,1,2026-04-12T22:30:04-07:00
Main Gym Fitness Gym,2026-04-12,Sunday,91,22:45,45,25.0,18.0,72,1,2026-04-12T22:45:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,24,06:00,0,1.0,1.0,72,1,2026-04-13T06:00:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,25,06:15,15,8.0,6.0,72,1,2026-04-13T06:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,26,06:30,30,25.0,18.0,72,1,2026-04-13T06:30:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,27,06:45,45,11.0,8.0,72,1,2026-04-13T06:45:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,28,07:00,0,31.0,22.0,72,1,2026-04-13T07:00:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,29,07:15,15,15.0,11.0,72,1,2026-04-13T07:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,30,07:30,30,15.0,11.0,72,1,2026-04-13T07:30:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,31,07:45,45,14.0,10.0,72,1,2026-04-13T07:45:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,32,08:00,0,36.0,26.0,72,1,2026-04-13T08:00:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,33,08:15,15,19.0,14.0,72,1,2026-04-13T08:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,34,08:30,30,28.0,20.0,72,1,2026-04-13T08:30:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,35,08:45,45,12.0,9.0,72,1,2026-04-13T08:45:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,36,09:00,0,19.0,14.0,72,1,2026-04-13T09:00:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,37,09:15,15,18.0,13.0,72,1,2026-04-13T09:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,38,09:30,30,29.0,21.0,72,1,2026-04-13T09:30:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,39,09:45,45,22.0,16.0,72,1,2026-04-13T09:45:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,40,10:00,0,25.0,18.0,72,1,2026-04-13T10:00:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,41,10:15,15,31.0,22.0,72,1,2026-04-13T10:15:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,42,10:30,30,19.0,14.0,72,1,2026-04-13T10:30:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,43,10:45,45,33.0,24.0,72,1,2026-04-13T10:45:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,44,11:00,0,54.0,39.0,72,1,2026-04-13T11:00:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,45,11:15,15,35.0,25.0,72,1,2026-04-13T11:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,46,11:30,30,35.0,25.0,72,1,2026-04-13T11:30:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,47,11:45,45,235.0,169.0,72,1,2026-04-13T11:45:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,48,12:00,0,44.0,32.0,72,1,2026-04-13T12:00:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,49,12:15,15,22.0,16.0,72,1,2026-04-13T12:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,50,12:30,30,36.0,26.0,72,1,2026-04-13T12:30:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,51,12:45,45,39.0,28.0,72,1,2026-04-13T12:45:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,52,13:00,0,29.0,21.0,72,1,2026-04-13T13:00:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,53,13:15,15,57.0,41.0,72,1,2026-04-13T13:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,54,13:30,30,58.0,42.0,72,1,2026-04-13T13:30:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,55,13:45,45,29.0,21.0,72,1,2026-04-13T13:45:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,56,14:00,0,44.0,32.0,72,1,2026-04-13T14:00:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,57,14:15,15,47.0,34.0,72,1,2026-04-13T14:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,58,14:30,30,50.0,36.0,72,1,2026-04-13T14:30:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,59,14:45,45,35.0,25.0,72,1,2026-04-13T14:45:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,60,15:00,0,29.0,21.0,72,1,2026-04-13T15:00:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,61,15:15,15,47.0,34.0,72,1,2026-04-13T15:15:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,69,17:15,15,44.0,32.0,72,1,2026-04-13T17:15:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,70,17:30,30,56.0,40.0,72,1,2026-04-13T17:30:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,72,18:00,0,50.0,36.0,72,1,2026-04-13T18:00:05-07:00
Main Gym Fitness Gym,2026-04-13,Monday,73,18:15,15,61.0,44.0,72,1,2026-04-13T18:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,74,18:30,30,269.0,194.0,72,1,2026-04-13T18:30:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,75,18:45,45,39.0,28.0,72,1,2026-04-13T18:45:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,76,19:00,0,57.0,41.0,72,1,2026-04-13T19:00:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,77,19:15,15,53.0,38.0,72,1,2026-04-13T19:15:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,78,19:30,30,50.0,36.0,72,1,2026-04-13T19:30:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,79,19:45,45,58.0,42.0,72,1,2026-04-13T19:45:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,80,20:00,0,76.0,55.0,72,1,2026-04-13T20:00:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,81,20:15,15,28.0,20.0,72,1,2026-04-13T20:15:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,82,20:30,30,43.0,31.0,72,1,2026-04-13T20:30:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,83,20:45,45,21.0,15.0,72,1,2026-04-13T20:45:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,84,21:00,0,38.0,27.0,72,1,2026-04-13T21:00:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,85,21:15,15,49.0,35.0,72,1,2026-04-13T21:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,86,21:30,30,60.0,43.0,72,1,2026-04-13T21:30:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,87,21:45,45,53.0,38.0,72,1,2026-04-13T21:45:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,88,22:00,0,47.0,34.0,72,1,2026-04-13T22:00:04-07:00
Main Gym Fitness Gym,2026-04-13,Monday,89,22:15,15,32.0,23.0,72,1,2026-04-13T22:15:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,90,22:30,30,24.0,17.0,72,1,2026-04-13T22:30:03-07:00
Main Gym Fitness Gym,2026-04-13,Monday,91,22:45,45,36.0,26.0,72,1,2026-04-13T22:45:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,24,06:00,0,1.0,1.0,72,1,2026-04-14T06:00:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,25,06:15,15,15.0,11.0,72,1,2026-04-14T06:15:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,26,06:30,30,19.0,14.0,72,1,2026-04-14T06:30:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,27,06:45,45,32.0,23.0,72,1,2026-04-14T06:45:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,28,07:00,0,8.0,6.0,72,1,2026-04-14T07:00:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,29,07:15,15,14.0,10.0,72,1,2026-04-14T07:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,30,07:30,30,17.0,12.0,72,1,2026-04-14T07:30:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,31,07:45,45,106.0,76.0,72,1,2026-04-14T07:45:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,32,08:00,0,29.0,21.0,72,1,2026-04-14T08:00:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,33,08:15,15,38.0,27.0,72,1,2026-04-14T08:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,34,08:30,30,29.0,21.0,72,1,2026-04-14T08:30:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,35,08:45,45,18.0,13.0,72,1,2026-04-14T08:45:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,36,09:00,0,29.0,21.0,72,1,2026-04-14T09:00:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,37,09:15,15,25.0,18.0,72,1,2026-04-14T09:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,38,09:30,30,32.0,23.0,72,1,2026-04-14T09:30:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,39,09:45,45,29.0,21.0,72,1,2026-04-14T09:45:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,40,10:00,0,24.0,17.0,72,1,2026-04-14T10:00:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,41,10:15,15,29.0,21.0,72,1,2026-04-14T10:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,42,10:30,30,28.0,20.0,72,1,2026-04-14T10:30:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,43,10:45,45,24.0,17.0,72,1,2026-04-14T10:45:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,44,11:00,0,38.0,27.0,72,1,2026-04-14T11:00:05-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,45,11:15,15,17.0,12.0,72,1,2026-04-14T11:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,46,11:30,30,33.0,24.0,72,1,2026-04-14T11:30:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,47,11:45,45,21.0,15.0,72,1,2026-04-14T11:45:05-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,48,12:00,0,21.0,15.0,72,1,2026-04-14T12:00:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,49,12:15,15,31.0,22.0,72,1,2026-04-14T12:15:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,50,12:30,30,57.0,41.0,72,1,2026-04-14T12:30:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,51,12:45,45,28.0,20.0,72,1,2026-04-14T12:45:06-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,52,13:00,0,29.0,21.0,72,1,2026-04-14T13:00:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,53,13:15,15,28.0,20.0,72,1,2026-04-14T13:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,54,13:30,30,35.0,25.0,72,1,2026-04-14T13:30:05-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,55,13:45,45,31.0,22.0,72,1,2026-04-14T13:45:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,56,14:00,0,51.0,37.0,72,1,2026-04-14T14:00:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,57,14:15,15,35.0,25.0,72,1,2026-04-14T14:15:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,58,14:30,30,39.0,28.0,72,1,2026-04-14T14:30:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,59,14:45,45,33.0,24.0,72,1,2026-04-14T14:45:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,60,15:00,0,24.0,17.0,72,1,2026-04-14T15:00:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,61,15:15,15,26.0,19.0,72,1,2026-04-14T15:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,62,15:30,30,38.0,27.0,72,1,2026-04-14T15:30:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,63,15:45,45,200.0,144.0,72,1,2026-04-14T15:45:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,64,16:00,0,85.0,61.0,72,1,2026-04-14T16:00:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,65,16:15,15,22.0,16.0,72,1,2026-04-14T16:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,66,16:30,30,33.0,24.0,72,1,2026-04-14T16:30:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,67,16:45,45,22.0,16.0,72,1,2026-04-14T16:45:05-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,68,17:00,0,46.0,33.0,72,1,2026-04-14T17:00:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,70,17:30,30,47.0,34.0,72,1,2026-04-14T17:30:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,71,17:45,45,42.0,30.0,72,1,2026-04-14T17:45:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,72,18:00,0,33.0,24.0,72,1,2026-04-14T18:00:06-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,73,18:15,15,28.0,20.0,72,1,2026-04-14T18:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,74,18:30,30,46.0,33.0,72,1,2026-04-14T18:30:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,75,18:45,45,32.0,23.0,72,1,2026-04-14T18:45:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,76,19:00,0,42.0,30.0,72,1,2026-04-14T19:00:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,77,19:15,15,39.0,28.0,72,1,2026-04-14T19:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,78,19:30,30,32.0,23.0,72,1,2026-04-14T19:30:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,79,19:45,45,142.0,102.0,72,1,2026-04-14T19:45:16-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,80,20:00,0,204.0,147.0,72,1,2026-04-14T20:00:05-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,81,20:15,15,29.0,21.0,72,1,2026-04-14T20:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,82,20:30,30,31.0,22.0,72,1,2026-04-14T20:30:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,83,20:45,45,44.0,32.0,72,1,2026-04-14T20:45:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,84,21:00,0,24.0,17.0,72,1,2026-04-14T21:00:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,85,21:15,15,38.0,27.0,72,1,2026-04-14T21:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,86,21:30,30,25.0,18.0,72,1,2026-04-14T21:30:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,87,21:45,45,40.0,29.0,72,1,2026-04-14T21:45:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,88,22:00,0,28.0,20.0,72,1,2026-04-14T22:00:04-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,89,22:15,15,25.0,18.0,72,1,2026-04-14T22:15:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,90,22:30,30,31.0,22.0,72,1,2026-04-14T22:30:03-07:00
Main Gym Fitness Gym,2026-04-14,Tuesday,91,22:45,45,33.0,24.0,72,1,2026-04-14T22:45:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,24,06:00,0,3.0,2.0,72,1,2026-04-15T06:00:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,25,06:15,15,8.0,6.0,72,1,2026-04-15T06:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,26,06:30,30,15.0,11.0,72,1,2026-04-15T06:30:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,27,06:45,45,7.0,5.0,72,1,2026-04-15T06:45:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,28,07:00,0,6.0,4.0,72,1,2026-04-15T07:00:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,29,07:15,15,11.0,8.0,72,1,2026-04-15T07:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,30,07:30,30,10.0,7.0,72,1,2026-04-15T07:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,31,07:45,45,64.0,46.0,72,1,2026-04-15T07:45:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,32,08:00,0,18.0,13.0,72,1,2026-04-15T08:00:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,33,08:15,15,18.0,13.0,72,1,2026-04-15T08:15:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,34,08:30,30,29.0,21.0,72,1,2026-04-15T08:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,35,08:45,45,21.0,15.0,72,1,2026-04-15T08:45:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,36,09:00,0,11.0,8.0,72,1,2026-04-15T09:00:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,37,09:15,15,15.0,11.0,72,1,2026-04-15T09:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,38,09:30,30,32.0,23.0,72,1,2026-04-15T09:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,39,09:45,45,31.0,22.0,72,1,2026-04-15T09:45:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,40,10:00,0,56.0,40.0,72,1,2026-04-15T10:00:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,41,10:15,15,21.0,15.0,72,1,2026-04-15T10:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,42,10:30,30,24.0,17.0,72,1,2026-04-15T10:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,43,10:45,45,26.0,19.0,72,1,2026-04-15T10:45:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,44,11:00,0,38.0,27.0,72,1,2026-04-15T11:00:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,45,11:15,15,28.0,20.0,72,1,2026-04-15T11:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,46,11:30,30,43.0,31.0,72,1,2026-04-15T11:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,47,11:45,45,21.0,15.0,72,1,2026-04-15T11:45:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,48,12:00,0,24.0,17.0,72,1,2026-04-15T12:00:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,49,12:15,15,35.0,25.0,72,1,2026-04-15T12:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,50,12:30,30,103.0,74.0,72,1,2026-04-15T12:30:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,51,12:45,45,25.0,18.0,72,1,2026-04-15T12:45:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,52,13:00,0,28.0,20.0,72,1,2026-04-15T13:00:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,53,13:15,15,26.0,19.0,72,1,2026-04-15T13:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,54,13:30,30,39.0,28.0,72,1,2026-04-15T13:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,55,13:45,45,33.0,24.0,72,1,2026-04-15T13:45:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,56,14:00,0,29.0,21.0,72,1,2026-04-15T14:00:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,57,14:15,15,32.0,23.0,72,1,2026-04-15T14:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,58,14:30,30,24.0,17.0,72,1,2026-04-15T14:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,59,14:45,45,210.0,151.0,72,1,2026-04-15T14:45:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,60,15:00,0,40.0,29.0,72,1,2026-04-15T15:00:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,61,15:15,15,29.0,21.0,72,1,2026-04-15T15:15:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,62,15:30,30,36.0,26.0,72,1,2026-04-15T15:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,63,15:45,45,142.0,102.0,72,1,2026-04-15T15:45:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,64,16:00,0,49.0,35.0,72,1,2026-04-15T16:00:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,65,16:15,15,39.0,28.0,72,1,2026-04-15T16:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,66,16:30,30,43.0,31.0,72,1,2026-04-15T16:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,67,16:45,45,29.0,21.0,72,1,2026-04-15T16:45:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,68,17:00,0,56.0,40.0,72,1,2026-04-15T17:00:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,69,17:15,15,25.0,18.0,72,1,2026-04-15T17:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,70,17:30,30,33.0,24.0,72,1,2026-04-15T17:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,71,17:45,45,29.0,21.0,72,1,2026-04-15T17:45:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,72,18:00,0,39.0,28.0,72,1,2026-04-15T18:00:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,73,18:15,15,79.0,57.0,72,1,2026-04-15T18:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,74,18:30,30,44.0,32.0,72,1,2026-04-15T18:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,75,18:45,45,46.0,33.0,72,1,2026-04-15T18:45:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,76,19:00,0,43.0,31.0,72,1,2026-04-15T19:00:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,77,19:15,15,17.0,12.0,72,1,2026-04-15T19:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,78,19:30,30,39.0,28.0,72,1,2026-04-15T19:30:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,79,19:45,45,33.0,24.0,72,1,2026-04-15T19:45:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,80,20:00,0,46.0,33.0,72,1,2026-04-15T20:00:04-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,81,20:15,15,61.0,44.0,72,1,2026-04-15T20:15:03-07:00
Main Gym Fitness Gym,2026-04-15,Wednesday,82,20:30,30,47.0,34.0,72,1,2026-04-15T20:30:03-07:00
